entity,name,subcategory,type,first build,second build
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,lifecycle,FingerprintingMean,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,lifecycle,FingerprintingP90,NaN,NaN
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,Duration,1,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,Counter,3,3
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,Fingerprinting,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,DurationMean,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,DurationMedian,0.0,0.0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,DurationP90,1.0,0.0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,FingerprintingMean,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,FingerprintingMedian,0.0,0.0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,skipped,FingerprintingP90,0.0,0.0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,Duration,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,Counter,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,Fingerprinting,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,DurationMean,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,io.github.takahirom.roborazzi.RoborazziPlugin$RestoreOutputDirRoborazziTask,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,CacheSize,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,Duration,527,513
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,Counter,50,50
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,Fingerprinting,56,66
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,DurationMean,10,10
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,DurationMedian,11.0,11.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,DurationP90,17.0,20.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,FingerprintingMean,1,1
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,all outcomes,FingerprintingP90,2.0,2.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,Duration,510,499
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,Counter,37,37
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,Fingerprinting,45,58
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,DurationMean,13,13
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,DurationMedian,14.0,13.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,DurationP90,22.0,21.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,FingerprintingMean,1,1
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_not_cacheable,FingerprintingP90,2.0,2.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,Duration,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,Counter,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,DurationMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,Duration,17,14
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,Counter,13,13
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,Fingerprinting,11,8
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,DurationMean,1,1
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,DurationMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,DurationP90,3.0,2.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,FingerprintingMedian,1.0,1.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,no-source,FingerprintingP90,1.0,1.0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,Duration,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,Counter,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,DurationMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,Duration,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,Counter,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,DurationMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,skipped,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,Duration,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,Counter,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,Fingerprinting,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,DurationMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.internal.tasks.ProcessJavaResTask,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,CacheSize,975,727
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,Duration,20849,15036
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,Counter,22,22
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,Fingerprinting,975,727
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,DurationMean,947,683
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,DurationMedian,97.0,84.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,DurationP90,2723.0,3133.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,FingerprintingMean,44,33
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,FingerprintingMedian,28.0,21.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,all outcomes,FingerprintingP90,151.0,43.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,Duration,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,Counter,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,Fingerprinting,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,DurationMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,DurationMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,DurationP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,FingerprintingMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,FingerprintingMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_not_cacheable,FingerprintingP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,Duration,20849,15036
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,Counter,22,22
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,Fingerprinting,975,727
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,DurationMean,947,683
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,DurationMedian,97.0,84.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,DurationP90,2723.0,3133.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,FingerprintingMean,44,33
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,FingerprintingMedian,28.0,21.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,executed_cacheable,FingerprintingP90,151.0,43.0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,Duration,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,Counter,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,Fingerprinting,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,DurationMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,DurationMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,DurationP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,FingerprintingMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,FingerprintingMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,no-source,FingerprintingP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,Duration,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,Counter,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,Fingerprinting,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,DurationMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,DurationMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,DurationP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,FingerprintingMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,lifecycle,FingerprintingP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,Duration,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,Counter,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,Fingerprinting,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,DurationMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,DurationMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,DurationP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,FingerprintingMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,FingerprintingMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,skipped,FingerprintingP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,Duration,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,Counter,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,Fingerprinting,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,DurationMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,dagger.hilt.android.plugin.task.AggregateDepsTask,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,CacheSize,8071,4160
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,Duration,189567,157961
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,Counter,25,25
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,Fingerprinting,12479,6494
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,DurationMean,7582,6318
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,DurationMedian,4030.0,3635.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,DurationP90,25934.0,23104.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,FingerprintingMean,499,259
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,FingerprintingMedian,29.0,24.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,all outcomes,FingerprintingP90,2926.0,1640.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,Duration,111118,101765
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,Counter,2,2
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,Fingerprinting,4406,2333
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,DurationMean,55559,50882
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,DurationMedian,55559.0,50883.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,DurationP90,65489.0,56603.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,FingerprintingMean,2203,1166
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,FingerprintingMedian,2203.0,1167.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_not_cacheable,FingerprintingP90,4357.0,2284.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,Duration,78432,56183
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,Counter,14,14
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,Fingerprinting,8071,4160
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,DurationMean,5602,4013
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,DurationMedian,6183.0,4667.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,DurationP90,10849.0,7152.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,FingerprintingMean,576,297
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,FingerprintingMedian,53.0,31.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,executed_cacheable,FingerprintingP90,2984.0,1747.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,Duration,17,13
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,Counter,9,9
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,Fingerprinting,2,1
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,DurationMean,1,1
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,DurationMedian,1.0,1.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,DurationP90,6.0,6.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,FingerprintingMedian,0.0,0.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,no-source,FingerprintingP90,1.0,1.0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,Duration,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,Counter,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,Duration,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,Counter,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,skipped,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,Duration,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,Counter,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.factory.AndroidUnitTest,avoided_from_local_cache,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,CacheSize,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,Duration,2287,1571
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,Counter,13,13
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,Fingerprinting,323,146
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,DurationMean,175,120
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,DurationMedian,148.0,117.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,DurationP90,379.0,265.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,FingerprintingMean,24,11
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,FingerprintingMedian,13.0,10.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,all outcomes,FingerprintingP90,102.0,23.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,Duration,2287,1571
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,Counter,13,13
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,Fingerprinting,323,146
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,DurationMean,175,120
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,DurationMedian,148.0,117.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,DurationP90,379.0,265.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,FingerprintingMean,24,11
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,FingerprintingMedian,13.0,10.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_not_cacheable,FingerprintingP90,102.0,23.0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,Duration,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,Counter,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,executed_cacheable,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,Duration,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,Counter,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,no-source,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,Duration,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,Counter,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,FingerprintingMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,FingerprintingMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,lifecycle,FingerprintingP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,Duration,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,Counter,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,Fingerprinting,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,DurationMean,0,0
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,DurationMedian,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,DurationP90,NaN,NaN
TaskType,com.android.build.gradle.tasks.ProcessTestManifest,skipped,FingerprintingMean,0,0
